date,VP,CV,IVar,term_slope,vv2tx_ma5,fwd_ret_20,daily_ret,price_level
1998-06-23,,,,,,0.1127819548875384,0.018376722818,1018.3767228180001
1998-06-24,,,,,,0.07630402384535229,0.009022556391,1027.5650842269074
1998-06-25,,,,,,0.05087209302432716,0.025335320417,1053.5987748851173
1998-06-26,,,,,,0.046274738068732946,-0.001162790698,1052.3736600302568
1998-06-29,,,,,,0.017291066283625867,0.009895227008,1062.787136293496
1998-06-30,,,,,,0.020319303339066286,-0.007204610951,1055.130168452774
1998-07-01,,,,,,0.005714285715051615,0.015965166909,1071.9754977028438
1998-07-02,,,,,,0.01191489361737541,0.007142857143,1079.6324655437313
1998-07-03,,,,,,-0.002261164498642998,0.003687943262,1083.6140888204698
1998-07-06,,,,,,-0.027362482367869645,0.001978518937,1085.758039815601
1998-07-07,,,,,,-0.03363228699338361,0.006488011283,1092.8024502285325
1998-07-08,,,,,,-0.06183844010933415,0.006165919283,1099.5405819289062
1998-07-09,,,,,,-0.08342633928368826,-0.001671309192,1097.7029096473514
1998-07-10,,,,,,-0.05230596175245672,-0.0078125,1089.1271056657315
1998-07-13,,,,,,-0.08382066276616063,0.009842519685,1099.8468606427136
1998-07-14,,,,,,-0.1155973451309611,0.006961849067,1107.503828483322
1998-07-15,,,,,,-0.10751508502308005,0.008296460177,1116.692189892209
1998-07-16,,,,,,-0.10900604063583208,-0.001097092704,1115.4670750380642
1998-07-17,,,,,,-0.104779908182007,0.01674903899,1134.150076569938
1998-07-20,,,,,,-0.11827956989252764,0.004590872266,1139.3568147019446
1998-07-21,,,,,,-0.08135135135131999,-0.005376344086,1133.231240429378
1998-07-22,,,,,,-0.052617003600493484,-0.024054054054,1105.9724349164085
1998-07-23,,,,,,-0.06777316735868055,0.001107726392,1107.19754977139
1998-07-24,,,,,,-0.10431154381141794,-0.005532503458,1101.0719754985905
1998-07-27,,,,,,-0.0906515580740197,-0.018080667594,1081.1638591125316
1998-07-28,,,,,,-0.05889046941649523,-0.004249291785,1076.5696784077659
1998-07-29,,,,,,-0.08806818181844045,0.001422475107,1078.101071976252
1998-07-30,,,,,,-0.1365292963278173,0.013352272727,1092.4961715165498
1998-07-31,,,,,,-0.15014164306010191,-0.010372862349,1081.163859112599
1998-08-03,,,,,,-0.13718097447861965,-0.023229461756,1056.0490045953736
1998-08-04,,,,,,-0.1432714617172388,0.0,1056.0490045953736
1998-08-05,,,,,,-0.09798099762577817,-0.023201856148,1031.546707505513
1998-08-06,,,,,,-0.09893455099017245,-0.024643705463,1006.1255742744199
1998-08-07,,,,,,-0.10089020771586765,0.025875190259,1032.159264933216
1998-08-10,,,,,,-0.07416413373876218,-0.023738872404,1007.6569678423601
1998-08-11,,,,,,-0.02282676672907269,-0.027963525836,979.4793261882749
1998-08-12,,,,,,-0.06269207129654197,0.01751094434,996.6309341513385
1998-08-13,,,,,,-0.10508474576226345,-0.002765826675,993.8744257285326
1998-08-14,,,,,,-0.12971342383080786,0.02157164869,1015.313935682324
1998-08-17,,,,,,-0.09420731707267604,-0.010558069382,1004.5941807048786
1998-08-18,,,,,,-0.1320976757869986,0.036280487805,1041.041347626916
1998-08-19,,,,,,-0.13095586085949174,0.006472491909,1047.7794793263656
1998-08-20,,,,,,-0.1587537091995883,-0.01490792166,1032.1592649316126
1998-08-21,,,,,,-0.13829192546648073,-0.044510385757,986.2174578868451
1998-08-24,,,,,,-0.1722786745969319,-0.003105590062,983.1546707506609
1998-08-25,,,,,,-0.1773629638738775,0.030529595016,1013.1699846867674
1998-08-26,,,,,,-0.12328102354008441,-0.029625151149,983.154670750792
1998-08-27,,,,,,-0.09655403152988384,-0.040498442368,943.3384379785609
1998-08-28,,,,,,-0.08730010695167711,-0.025974025974,918.8361408882333
1998-08-31,,,,,,-0.06633022064454341,-0.008333333333,911.1791730478043
1998-09-01,,,,,,-0.06371116477711225,-0.007058823529,904.7473200619597
1998-09-02,,,,,,-0.12248576850144699,0.028436018957,930.4747320065367
1998-09-03,,,,,,-0.1545031796511821,-0.025674786043,906.584992343851
1998-09-04,,,,,,-0.18383014772194328,0.023648648649,928.0245022982471
1998-09-07,,,,,,-0.2043549706651372,0.005280528053,932.9249617165043
1998-09-08,,,,,,-0.17698737968068146,0.025935653316,957.1209800934262
1998-09-09,,,,,,-0.16810081529080045,-0.024,934.1500765711838
1998-09-10,,,,,,-0.16476819728866698,-0.047868852459,889.4333843812343
1998-09-11,,,,,,-0.14246660302903746,-0.006542699725,883.6140888218374
1998-09-14,,,,,,-0.11434994609408289,0.029809358752,909.9540581938493
1998-09-15,,,,,,-0.09630907278316736,-0.007068327163,903.5222052072356
1998-09-16,,,,,,-0.08000938931779844,0.007796610169,910.5666156202715
1998-09-17,,,,,,-0.032435390318863444,-0.046417759839,868.3001531389988
1998-09-18,,,,,,0.0035650623875158605,-0.02126984127,849.8315467070156
1998-09-21,,,,,,0.042442293371498074,-0.042424242424,813.7780871499542
1998-09-22,,,,,,0.05597964376435294,0.024199553239,833.4711532946711
1998-09-23,,,,,,-0.0017574692454291885,0.034169392948,861.9503566424195
1998-09-24,,,,,,0.000710984712646967,-0.011247803163,852.2553086946278
1998-09-25,,,,,,0.020592485548224237,-0.015997156061,838.6216475176242
1998-09-28,,,,,,0.01673789173746365,0.014450867052,850.7404574528306
1998-09-29,,,,,,0.051859799714000676,-0.004273504274,847.1048144718411
1998-09-30,,,,,,0.06382189239282465,-0.036123032904,816.5048193855381
1998-10-01,,,,,,0.13083003952561767,-0.061224489796,766.5147284026833
1998-10-02,,,,,,0.1656000000002955,-0.01185770751,757.4256209511772
1998-10-05,,,,,,0.21551020408206445,-0.02,742.2771085321535
1998-10-06,,,,,,0.14230769230807083,0.061224489796,787.7226457892848
1998-10-07,,,,,,0.19103313840305747,-0.013461538462,777.1186870956038
1998-10-08,,,,,,0.21982055465176753,-0.044054580897,742.8830490283801
1998-10-09,,,,,,0.1987205117986599,0.019983686786,757.7285911987918
1998-10-12,,,,,,0.12218045113139708,0.063574570172,805.9008606912902
1998-10-13,,,,,,0.09053803339807476,0.013157894737,816.5048193847239
1998-10-14,,,,,,0.07160940325814047,0.025974025974,837.7127367713189
1998-10-15,,,,,,0.0667147493719984,0.002893309222,840.1364987580063
1998-10-16,,,,,,0.046181172294226025,0.015146051208,852.8612491899048
1998-10-19,,,,,,0.07321428571720934,-0.005328596803,848.3166954640689
1998-10-20,,,,,,0.03270223752413659,0.0375,880.1285715439715
1998-10-21,,,,,,0.054577464790734886,-0.022375215146,860.4355053995334
1998-10-22,,,,,,0.08880994671539333,-0.008802816901,852.8612491903818
1998-10-23,,,,,,0.11575221238986133,0.003552397869,855.8909516745584
1998-10-26,,,,,,0.12784588441338673,0.010619469027,864.980059126356
1998-10-27,,,,,,0.08024481468899958,0.030122591944,891.0355004871162
1998-10-28,,,,,,0.11091733519376024,-0.025161509691,868.6157021065846
1998-10-29,,,,,,0.1359664452983318,-0.002092779909,866.797880616574
1998-10-30,,,,,,0.1262868908707473,0.018524991262,882.8553037809163
1998-11-02,,,,,,0.07454667562020267,0.021962937543,902.2453996773627
1998-11-03,,,,,,0.02895622895519767,-0.002686366689,899.821637690366
1998-11-04,,,,,,-0.006546644846276983,0.02861952862,925.5741088031406
1998-11-05,,,,,,0.029755934467864176,-0.020949263502,906.1840129071949
1998-11-06,,,,,,0.029019346227733278,0.002340354397,908.3048046462933
1998-11-09,,,,,,0.040201005021760716,-0.004336224149,904.3661914177333
1998-11-10,,,,,,0.06056481796277069,-0.01541038526,890.429559991867
1998-11-11,,,,,,0.05433682078721547,0.008166042872,897.7008459532567
1998-11-12,,,,,,0.05138607166793552,-0.001687478907,896.1859947109145
1998-11-13,,,,,,0.0356536502523479,-0.004394861393,892.2473814818121
1998-11-16,,,,,,0.01896838602174933,0.020373514431,910.4255963844539
1998-11-17,,,,,,0.027333333331546195,-0.001663893511,908.9107451423814
1998-11-18,,,,,,0.045075125207172606,-0.001666666667,907.3958939001745
1998-11-19,,,,,,0.027732463294205312,0.023372287145,928.6038112866033
1998-11-20,,,,,,-0.006808375635388497,0.028384991843,954.9622228953522
1998-11-23,,,,,,0.006017616664865999,0.021573604061,975.5641997853088
1998-11-24,,,,,,0.024616783795864627,-0.013354037267,962.5364791050248
1998-11-25,,,,,,0.0434781261712609,0.002518098835,964.9602410917042
1998-11-26,,,,,,0.03174171545249571,0.020408163265,984.6533072361374
1998-11-27,,,,,,0.02077766632702338,0.009846153846,994.3483551841571
1998-11-30,,,,,,0.0487902654872201,-0.024984765387,969.5047948169315
1998-12-01,,,,,,0.16717157311391806,-0.045,925.8770790501695
1998-12-02,,,,,,0.18991777346991134,-0.006871727749,919.5147038338974
1998-12-03,,,,,,0.20465679232374967,0.014827018122,933.1483650110881
1998-12-04,,,,,,0.18346108059410282,0.001623376623,934.6632162526378
1998-12-07,,,,,,0.17105831302806185,0.006482982172,940.722621220428
1998-12-08,,,,,,0.13321991022840218,0.0038647343,944.3582642014444
